data_tag,goal_tag,interval,task_tag,scene_object,video_success,task_matches_scene,goal_success,incremental_final,incremental_max,incremental_min,incremental_mean,incremental_max_drawdown,incremental_neg_hop_sum,incremental_pos_hop_sum,incremental_min_hop,incremental_max_hop,incremental_neg_hop_count,backward_final,backward_max,backward_min,backward_mean,backward_max_drawdown,backward_neg_hop_sum,backward_pos_hop_sum,backward_min_hop,backward_max_hop,backward_neg_hop_count,forward_final,forward_max,forward_min,forward_mean,forward_max_drawdown,forward_neg_hop_sum,forward_pos_hop_sum,forward_min_hop,forward_max_hop,forward_neg_hop_count,baseline_final_avg,trajectory_mean_avg,max_drawdown_avg,neg_hop_sum_avg
pick3fail_7,blank,10,bottle,carrot,False,False,False,3.14098691158575,12.628867199999998,0.0,5.942246964426566,9.48788028841425,164.3,17.7,-50.0,4.8,5,4.799999999999994,26.3,4.5000000000000036,10.04081632653061,21.500000000000007,37.90000000000005,42.70000000000004,-9.499999999999996,8.999999999999996,11,4.2,26.899999999999995,0.0,8.681632653061225,26.899999999999995,43.3,47.50000000000001,-10.0,12.599999999999994,14,4.046995637195248,8.2215653146728,19.295960096138085,81.83333333333336
pick3fail_7,blank,10,carrot,carrot,False,True,False,5.190600667459485,21.273026838837797,0.0,10.223148127817154,16.082426171378312,195.8,38.2,-50.0,10.5,6,5.000000000000004,38.9,4.799999999999994,13.648979591836735,34.10000000000001,79.50000000000004,84.50000000000006,-22.199999999999996,13.900000000000002,14,4.3,42.9,0.0,13.457142857142857,42.9,64.9,69.19999999999999,-22.799999999999997,10.0,13,4.830200222486496,12.443090192265583,31.02747539045944,113.40000000000002
pick3fail_7,blank,10,cube,carrot,False,False,False,6.804025687122948,22.866258124999998,0.0,10.182757975687952,16.06223243787705,128.5,30.3,-60.0,5.3,5,5.299999999999994,47.4,5.299999999999994,11.01836734693877,42.10000000000001,61.300000000000004,66.6,-19.599999999999994,22.4,8,4.2,52.2,0.0,11.420408163265305,52.2,88.60000000000001,92.80000000000001,-29.500000000000004,18.900000000000006,11,5.43467522904098,10.873844495297343,36.78741081262569,92.80000000000001
pick3fail_7,blank,20,bottle,carrot,False,False,False,2.23871455297222,20.9088871845325,0.0,7.104515003718988,18.67017263156028,267.7,36.8,-66.7,5.0,7,4.799999999999994,25.0,4.5000000000000036,9.908,20.200000000000006,31.400000000000013,36.20000000000001,-15.000000000000002,9.299999999999997,8,3.8,25.0,0.0,8.696,25.0,40.300000000000004,44.1,-15.800000000000002,15.0,8,3.6129048509907378,8.569505001239662,21.29005754385343,113.13333333333334
pick3fail_7,blank,20,carrot,carrot,False,True,False,3.3879546477151155,36.26159277083712,0.0,13.158197271365367,32.87363812312201,239.39999999999998,56.300000000000004,-50.0,11.8,8,4.799999999999994,42.1,4.799999999999994,13.507999999999997,37.30000000000001,63.50000000000003,68.30000000000003,-31.000000000000007,24.50000000000001,8,4.2,42.9,0.0,13.3,42.9,56.900000000000006,61.1,-29.299999999999997,17.9,7,4.129318215905037,13.322065757121788,37.69121270770734,119.93333333333334
pick3fail_7,blank,20,cube,carrot,False,False,False,5.124886592273928,24.29708397625,0.0,10.321070527361293,19.172197383976073,212.5,48.0,-66.7,10.0,5,5.299999999999994,47.4,5.299999999999994,11.155999999999995,42.10000000000001,52.6,57.89999999999999,-23.9,23.9,5,0.0,52.2,0.0,11.452,52.2,79.7,79.7,-29.500000000000004,26.1,8,3.4749621974246403,10.976356842453763,37.824065794658694,114.93333333333334
pick3fail_8_bottle,blank,10,bottle,bottle,False,True,False,9.774485350283358,28.969146490352042,0.0,10.007753144226157,19.941859642323877,173.39999999999998,47.0,-33.3,6.7,8,4.799999999999994,38.9,4.799999999999994,14.948148148148146,34.10000000000001,59.900000000000055,64.70000000000007,-17.800000000000004,10.7,18,3.8,36.4,0.0,14.648148148148147,32.6,67.3,71.1,-13.299999999999995,8.299999999999997,12,6.1248284500944505,13.201349813507484,28.880619880774628,100.20000000000002
pick3fail_8_bottle,blank,10,carrot,bottle,False,False,False,10.38511265285168,22.866258124999998,0.0,9.252645171514827,17.146835311484374,142.6,35.3,-50.0,10.0,5,4.799999999999994,47.599999999999994,4.799999999999994,12.34259259259259,42.8,77.90000000000005,82.70000000000005,-28.6,28.400000000000002,12,3.8,40.0,0.0,10.785185185185185,36.4,46.5,50.3,-15.0,20.0,11,6.328370884283891,10.793474316430867,32.11561177049479,89.00000000000001
pick3fail_8_bottle,blank,10,cube,bottle,False,False,False,4.047194398924956,17.90541488128,0.0,5.825567058071589,13.858220482355042,193.3,28.4,-50.0,7.1,6,5.299999999999994,47.4,5.299999999999994,11.411111111111106,42.10000000000001,68.9,74.2,-15.800000000000002,22.4,10,3.8,36.4,0.0,11.2,32.6,52.39999999999999,56.19999999999999,-15.0,14.299999999999995,10,4.382398132974983,9.478892723060898,29.519406827451682,104.86666666666667
pick3fail_8_bottle,blank,20,bottle,bottle,False,True,False,10.221016845409462,29.916770249822854,0.0,14.134036449627617,19.69575340441339,167.60000000000002,54.9,-33.3,6.7,7,4.799999999999994,33.3,4.5000000000000036,14.703703703703702,28.500000000000004,44.7,49.49999999999999,-12.2,11.00000000000001,9,3.8,36.4,0.0,14.818518518518518,32.6,61.0,64.8,-16.4,13.299999999999995,8,6.273672281803152,14.552086223949946,26.931917801471133,91.10000000000001
pick3fail_8_bottle,blank,20,carrot,bottle,False,False,False,7.3241571069003255,30.166270390625005,0.0,12.929517843567597,22.84211328372468,170.8,51.1,-50.0,11.1,5,4.799999999999994,66.7,4.799999999999994,12.329629629629627,61.900000000000006,77.70000000000005,82.50000000000003,-47.70000000000001,44.50000000000001,8,3.8,30.4,0.0,10.533333333333333,26.599999999999998,34.6,38.4,-14.3,12.2,5,5.308052368966773,11.930826935510186,37.11403776124156,94.36666666666669
pick3fail_8_bottle,blank,20,cube,bottle,False,False,False,6.862637170639435,30.24140085437812,0.0,12.783301029103564,23.378763683738686,183.3,54.0,-50.0,13.3,5,5.299999999999994,47.4,5.299999999999994,11.081481481481477,42.10000000000001,52.400000000000006,57.699999999999996,-26.3,29.800000000000004,5,3.8,36.4,0.0,10.97037037037037,32.6,41.199999999999996,44.99999999999999,-15.0,16.4,6,5.32087905687981,11.611717626985136,32.6929212279129,92.30000000000001
pick3fail_9_cube,blank,10,bottle,cube,False,False,False,3.105918261748969,12.371185361600002,0.0,5.333440114917488,9.265267099851034,190.8,19.3,-50.0,5.3,7,4.5000000000000036,40.0,4.5000000000000036,11.527586206896551,35.5,74.50000000000006,79.00000000000006,-18.900000000000006,15.000000000000002,20,3.8,30.4,0.0,10.344827586206897,26.599999999999998,56.0,59.800000000000004,-17.4,7.500000000000001,15,3.801972753916324,9.068617969340313,23.78842236661701,107.10000000000002
pick3fail_9_cube,blank,10,carrot,cube,False,False,False,3.1644123465871163,25.929852134999997,0.0,9.810597769163193,22.76543978841288,209.3,37.1,-50.0,6.2,6,5.000000000000004,47.599999999999994,4.5000000000000036,13.08448275862069,43.099999999999994,86.5,91.50000000000001,-17.599999999999994,14.3,13,3.8,33.3,0.0,11.179310344827586,33.3,62.900000000000006,66.69999999999999,-12.5,10.399999999999999,14,3.9881374488623735,11.35813029087049,33.055146596137625,119.56666666666668
pick3fail_9_cube,blank,10,cube,cube,False,True,False,20.889904630088765,43.24333842234795,0.0,18.613744516318086,27.027086513967465,105.0,69.4,-50.0,10.0,4,5.299999999999994,66.7,5.299999999999994,17.784482758620687,61.400000000000006,134.8000000000001,140.10000000000008,-33.400000000000006,33.400000000000006,20,4.5,52.6,0.0,16.748275862068965,48.300000000000004,121.99999999999999,126.5,-24.8,31.800000000000004,15,10.229968210029586,17.715501045669246,45.575695504655826,120.60000000000002
pick3fail_9_cube,blank,20,bottle,cube,False,False,False,1.4212332971169588,27.860820226806926,0.0,9.564464596729616,26.439586929689966,300.4,42.800000000000004,-66.7,5.9,9,4.799999999999994,33.3,4.5000000000000036,11.331034482758618,28.799999999999994,47.100000000000016,51.90000000000001,-15.000000000000002,12.7,9,3.8,26.899999999999995,0.0,10.662068965517241,23.099999999999994,44.8,48.6,-13.0,9.3,9,3.340411099038984,10.519189348335159,26.113195643229986,130.76666666666665
pick3fail_9_cube,blank,20,carrot,cube,False,False,False,1.7299096608389144,29.950006628191005,0.0,10.578314572772099,28.22009696735209,333.3,45.6,-66.7,5.9,9,4.799999999999994,35.0,4.799999999999994,12.548275862068964,30.200000000000006,45.60000000000003,50.40000000000002,-20.000000000000007,10.7,8,3.8,30.4,0.0,11.113793103448275,26.599999999999998,41.89999999999999,45.699999999999996,-12.5,9.599999999999998,9,3.443303220279636,11.41346117942978,28.3400323224507,140.26666666666668
pick3fail_9_cube,blank,20,cube,cube,False,True,False,6.025670218697059,55.15973020383751,0.0,20.268577969929833,49.13405998514045,257.6,90.5,-50.0,13.3,8,5.599999999999994,50.0,5.299999999999994,17.16551724137931,44.7,81.00000000000001,86.60000000000001,-25.69999999999999,22.099999999999998,9,4.5,47.4,0.0,16.86551724137931,42.9,72.6,77.10000000000001,-19.900000000000002,32.4,9,5.375223406232351,18.099870817562817,45.578019995046816,137.06666666666666
pick3suc_1,blank,10,bottle,carrot,True,False,False,35.8856875,35.8856875,0.0,12.539222947761195,0.0,25.0,41.8,-25.0,14.3,1,0.0,75.0,0.0,22.880597014925375,75.0,122.20000000000003,122.20000000000005,-53.7,20.799999999999997,20,100.0,100.0,0.0,37.41492537313433,39.0,72.50000000000003,172.50000000000003,-15.000000000000002,23.100000000000005,11,45.295229166666665,24.278248445273633,38.0,73.23333333333335
pick3suc_1,blank,10,carrot,carrot,True,True,True,51.1955513257838,53.6079071474176,0.0,28.290404363052325,2.8173119999999994,24.5,73.1,-20.0,25.0,2,100.0,100.0,0.0,47.82686567164179,100.0,243.60000000000002,343.6,-100.0,100.0,11,95.5,100.0,0.0,51.65522388059701,6.399999999999999,21.699999999999974,117.19999999999993,-6.099999999999994,11.700000000000005,7,82.23185044192793,42.59083130509704,36.40577066666667,96.6
pick3suc_1,blank,10,cube,carrot,True,False,False,29.610162369999998,29.610162369999998,0.0,10.886207262537313,0.0,25.0,33.5,-25.0,11.1,1,0.0,75.0,0.0,25.00597014925373,75.0,139.60000000000002,139.60000000000005,-50.6,16.700000000000003,17,50.0,66.7,0.0,34.9134328358209,16.700000000000003,70.50000000000001,120.5,-12.900000000000011,15.199999999999998,16,26.53672079,23.601870082537314,30.566666666666666,78.36666666666667
pick3suc_1,blank,20,bottle,carrot,True,False,False,67.97917930977927,68.74514376436022,0.0,40.74912963782571,3.4372571882180125,55.0,118.5,-50.0,14.3,2,0.0,75.0,0.0,22.070588235294117,75.0,101.00000000000001,101.00000000000001,-56.599999999999994,33.400000000000006,9,100.0,100.0,0.0,39.26764705882353,29.2,39.199999999999996,139.2,-19.2,38.0,4,55.993059769926425,34.02912164398112,35.879085729406,65.06666666666666
pick3suc_1,blank,20,carrot,carrot,True,True,True,88.15681339065334,88.15681339065334,0.0,50.54184298697957,2.7560000000000002,20.0,198.8,-20.0,25.0,1,100.0,100.0,0.0,47.78235294117647,90.0,108.89999999999999,208.9,-90.0,100.0,6,95.5,100.0,0.0,53.31470588235294,4.5,10.699999999999982,106.19999999999995,-4.5000000000000036,15.099999999999996,5,94.55227113021778,50.54630060350299,32.41866666666667,46.533333333333324
pick3suc_1,blank,20,cube,carrot,True,False,False,57.29569002446795,61.674585602225996,0.0,33.783639381868426,4.378895577758044,32.1,94.00000000000001,-25.0,14.3,2,0.0,75.0,0.0,24.74411764705882,75.0,99.10000000000001,99.10000000000001,-60.0,23.599999999999998,7,50.0,60.0,0.0,35.32058823529412,10.0,29.500000000000004,79.5,-7.700000000000006,14.799999999999997,6,35.76523000815598,31.282781754740455,29.792965192586014,53.56666666666667
pick3suc_3_bottle,blank,10,bottle,bottle,True,True,True,97.62990989119322,97.62990989119322,0.0,50.81594088915061,5.2495438919241835,75.0,341.7,-50.0,50.0,3,100.0,100.0,0.0,45.57011494252873,100.0,426.5,526.5,-100.0,100.0,17,95.2,95.5,0.0,49.15287356321839,10.200000000000003,35.000000000000014,130.20000000000002,-10.20000000000001,10.499999999999998,14,97.60996996373107,48.51297646496591,38.483181297308064,178.83333333333334
pick3suc_3_bottle,blank,10,carrot,bottle,True,False,False,50.12021480551198,62.783043252012604,0.0,33.79637830138756,13.77669991764754,63.0,113.10000000000001,-14.3,16.7,7,0.0,85.7,0.0,32.00689655172414,85.7,157.00000000000003,157.00000000000006,-55.8,17.39999999999999,25,50.0,84.0,0.0,36.46781609195402,44.0,95.69999999999999,145.7,-24.0,29.799999999999994,20,33.37340493517066,34.09036364835524,47.82556663921585,105.23333333333333
pick3suc_3_bottle,blank,10,cube,bottle,True,False,False,43.552534041381854,51.17597183788648,0.0,27.7365340981708,11.937506777195573,70.7,88.49999999999999,-16.7,10.0,6,0.0,66.7,0.0,25.305747126436778,66.7,105.10000000000007,105.10000000000008,-34.900000000000006,12.6,23,50.0,69.2,0.0,33.297701149425286,23.500000000000007,99.60000000000002,149.60000000000005,-10.7,19.200000000000006,22,31.18417801379395,28.77999412467762,34.045835592398525,91.80000000000003
pick3suc_3_bottle,blank,20,bottle,bottle,True,True,True,86.26262857558311,94.58362279058481,0.0,49.98377681644765,10.173786711485164,46.5,274.5,-12.5,50.0,5,100.0,100.0,0.0,49.18863636363636,100.0,206.5,306.5,-100.0,100.0,9,95.2,95.2,0.0,50.40681818181818,2.8999999999999915,4.399999999999993,99.60000000000001,-2.8999999999999915,9.999999999999998,2,93.82087619186103,49.85974378730073,37.691262237161716,85.8
pick3suc_3_bottle,blank,20,carrot,bottle,True,False,False,60.988426853674326,66.78296725036483,0.0,37.73381966201725,12.919122072716853,86.8,136.3,-33.3,16.7,7,0.0,75.0,0.0,30.80909090909091,75.0,88.60000000000001,88.60000000000002,-70.7,12.8,7,44.4,75.0,0.0,36.163636363636364,31.0,50.29999999999999,94.69999999999999,-9.999999999999998,19.599999999999994,11,35.129475617891444,34.902182311581505,39.639707357572284,75.23333333333333
pick3suc_3_bottle,blank,20,cube,bottle,True,False,False,55.984667068886814,55.984667068886814,0.0,28.648009357371652,9.64230231159343,83.89999999999999,106.39999999999998,-16.7,10.0,6,0.0,66.7,0.0,24.552272727272722,66.7,75.50000000000003,75.50000000000003,-33.400000000000006,18.900000000000006,8,50.0,69.2,0.0,33.40909090909091,22.1,59.80000000000001,109.80000000000001,-15.399999999999997,34.6,10,35.328222356295605,28.86979099791176,32.81410077053114,73.06666666666668
pick3suc_4_cube,blank,10,bottle,cube,True,False,False,40.0239582930875,40.0239582930875,0.0,10.788106031950552,2.514872637499998,65.0,51.2,-33.3,16.7,3,4.5000000000000036,73.9,0.0,23.963235294117645,73.9,120.60000000000001,125.10000000000002,-34.8,16.700000000000003,19,50.0,65.4,0.0,30.794117647058826,15.400000000000006,41.20000000000001,91.2,-8.299999999999997,17.100000000000005,12,31.507986097695834,21.848486324375674,30.604957545833336,75.60000000000001
pick3suc_4_cube,blank,10,carrot,cube,True,False,False,32.73264250463885,34.89620736102223,0.0,14.973801150886741,5.451919999999999,57.400000000000006,49.2,-25.0,11.1,4,4.799999999999994,73.9,4.5000000000000036,25.375,69.4,137.2,142.0,-33.5,26.700000000000003,20,44.0,59.099999999999994,0.0,29.39264705882353,19.099999999999994,48.89999999999999,92.9,-8.400000000000007,15.399999999999997,20,27.17754750154628,23.247149403236758,31.317306666666667,81.16666666666666
pick3suc_4_cube,blank,10,cube,cube,True,True,True,76.87383874657907,76.87383874657907,0.0,37.35274301264986,11.007260183612864,40.0,145.8,-20.0,25.0,2,100.0,100.0,5.599999999999994,49.247058823529414,5.6000000000000085,16.70000000000005,116.70000000000006,-5.600000000000005,13.8,9,94.4,94.7,0.0,48.141176470588235,3.9000000000000057,9.799999999999995,104.2,-3.9000000000000035,6.700000000000006,7,90.42461291552635,44.91365943558917,6.835753394537626,22.166666666666682
pick3suc_4_cube,blank,20,bottle,cube,True,False,False,76.15618235933235,76.15618235933235,0.0,35.54293469360049,10.526749103804319,65.39999999999999,163.4,-33.3,16.7,3,4.5000000000000036,66.7,4.299999999999993,24.211764705882352,62.40000000000001,79.80000000000004,84.30000000000004,-37.0,18.200000000000006,8,50.0,60.0,0.0,31.126470588235296,11.899999999999999,12.399999999999995,62.39999999999999,-6.000000000000005,14.200000000000001,5,43.552060786444116,30.29372332923938,28.275583034601443,52.533333333333346
pick3suc_4_cube,blank,20,carrot,cube,True,False,False,50.031869460870105,54.175431253867046,0.0,25.229118049447262,6.082364750000002,115.39999999999999,101.7,-25.0,11.1,7,4.799999999999994,73.9,4.5000000000000036,24.902941176470588,69.4,89.5,94.3,-22.4,40.400000000000006,11,50.0,56.49999999999999,0.0,29.97058823529412,16.499999999999993,21.299999999999997,71.3,-9.999999999999998,19.6,7,34.9439564869567,26.700882487070658,30.66078825,75.39999999999999
pick3suc_4_cube,blank,20,cube,cube,True,True,True,87.31011115520387,92.48952452881765,0.0,49.29767120456697,6.879302213223372,25.6,243.9,-20.0,25.0,2,100.0,100.0,5.900000000000006,49.858823529411765,2.3000000000000043,3.0000000000000027,103.0,-2.300000000000002,11.800000000000011,2,94.1,94.7,0.0,48.67058823529412,0.6000000000000085,1.1000000000000107,95.20000000000002,-0.49999999999999906,11.7,3,93.80337038506795,49.27569432309095,3.259767404407795,9.900000000000006
